Year,City,Month,Crime,Frequency
2016,Gola Gokarannath,July,Kidnapping,22
2016,Gola Gokarannath,July,Murder,59
2016,Gola Gokarannath,July,Rape,36
2016,Gola Gokarannath,July,Theft,28
2016,Gola Gokarannath,August,Burglary,38
2016,Gola Gokarannath,August,Kidnapping,45
2016,Gola Gokarannath,August,Murder,33
2016,Gola Gokarannath,August,Rape,23
2016,Gola Gokarannath,August,Theft,24
2016,Gola Gokarannath,September,Burglary,33
2016,Gola Gokarannath,September,Kidnapping,44
2016,Gola Gokarannath,September,Murder,38
2016,Gola Gokarannath,September,Rape,41
2016,Gola Gokarannath,September,Theft,48
2016,Gola Gokarannath,October,Burglary,47
2016,Gola Gokarannath,October,Kidnapping,41
2016,Gola Gokarannath,October,Murder,34
2016,Gola Gokarannath,October,Rape,23
2016,Gola Gokarannath,October,Theft,35
2016,Gola Gokarannath,November,Burglary,37
2016,Gola Gokarannath,November,Kidnapping,59
2016,Gola Gokarannath,November,Murder,57
2016,Gola Gokarannath,November,Rape,38
2016,Gola Gokarannath,November,Theft,57
2016,Gola Gokarannath,December,Burglary,44
2016,Gola Gokarannath,December,Kidnapping,50
2016,Gola Gokarannath,December,Murder,48
2016,Gola Gokarannath,December,Rape,52
2016,Gola Gokarannath,December,Theft,24
2016,Gonda,January,Burglary,32
2016,Gonda,January,Kidnapping,43
2016,Gonda,January,Murder,23
2016,Gonda,January,Rape,22
2016,Gonda,January,Theft,39
2016,Gonda,February,Burglary,47
2016,Gonda,February,Kidnapping,38
2016,Gonda,February,Murder,53
2016,Gonda,February,Rape,37
2016,Gonda,February,Theft,40
2016,Gonda,March,Burglary,24
2016,Gonda,March,Kidnapping,33
2016,Gonda,March,Murder,46
2016,Gonda,March,Rape,59
2016,Gonda,March,Theft,58
2016,Gonda,April,Burglary,50
2016,Gonda,April,Kidnapping,32
2016,Gonda,April,Murder,28
2016,Gonda,April,Rape,55
2016,Gonda,April,Theft,53
2016,Gonda,May,Burglary,57
2016,Gonda,May,Kidnapping,43
2016,Gonda,May,Murder,25
2016,Gonda,May,Rape,21
2016,Gonda,May,Theft,58
2016,Gonda,June,Burglary,53
2016,Gonda,June,Kidnapping,40
2016,Gonda,June,Murder,54
2016,Gonda,June,Rape,36
2016,Gonda,June,Theft,34
2016,Gonda,July,Burglary,29
2016,Gonda,July,Kidnapping,45
2016,Gonda,July,Murder,28
2016,Gonda,July,Rape,54
2016,Gonda,July,Theft,24
2016,Gonda,August,Burglary,54
2016,Gonda,August,Kidnapping,55
2016,Gonda,August,Murder,53
2016,Gonda,August,Rape,35
2016,Gonda,August,Theft,38
2016,Gonda,September,Burglary,31
2016,Gonda,September,Kidnapping,23
2016,Gonda,September,Murder,46
2016,Gonda,September,Rape,43
2016,Gonda,September,Theft,38
2016,Gonda,October,Burglary,29
2016,Gonda,October,Kidnapping,40
2016,Gonda,October,Murder,22
2016,Gonda,October,Rape,48
2016,Gonda,October,Theft,20
2016,Gonda,November,Burglary,59
2016,Gonda,November,Kidnapping,55
2016,Gonda,November,Murder,51
2016,Gonda,November,Rape,21
2016,Gonda,November,Theft,34
2016,Gonda,December,Burglary,51
2016,Gonda,December,Kidnapping,39
2016,Gonda,December,Murder,54
2016,Gonda,December,Rape,45
2016,Gonda,December,Theft,56
2016,Gorakhpur,January,Burglary,22
2016,Gorakhpur,January,Kidnapping,60
2016,Gorakhpur,January,Murder,32
2016,Gorakhpur,January,Rape,53
2016,Gorakhpur,January,Theft,58
2016,Gorakhpur,February,Burglary,32
2016,Gorakhpur,February,Kidnapping,37
2016,Gorakhpur,February,Murder,27
2016,Gorakhpur,February,Rape,52
2016,Gorakhpur,February,Theft,22
2016,Gorakhpur,March,Burglary,23
2016,Gorakhpur,March,Kidnapping,38
2016,Gorakhpur,March,Murder,32
2016,Gorakhpur,March,Rape,57
2016,Gorakhpur,March,Theft,51
2016,Gorakhpur,April,Burglary,59
2016,Gorakhpur,April,Kidnapping,33
2016,Gorakhpur,April,Murder,28
2016,Gorakhpur,April,Rape,42
2016,Gorakhpur,April,Theft,49
2016,Gorakhpur,May,Burglary,45
2016,Gorakhpur,May,Kidnapping,42
2016,Gorakhpur,May,Murder,30
2016,Gorakhpur,May,Rape,60
2016,Gorakhpur,May,Theft,37
2016,Gorakhpur,June,Burglary,20
2016,Gorakhpur,June,Kidnapping,49
2016,Gorakhpur,June,Murder,46
2016,Gorakhpur,June,Rape,25
2016,Gorakhpur,June,Theft,53
2016,Gorakhpur,July,Burglary,46
2016,Gorakhpur,July,Kidnapping,35
2016,Gorakhpur,July,Murder,30
2016,Gorakhpur,July,Rape,25
2016,Gorakhpur,July,Theft,31
2016,Gorakhpur,August,Burglary,31
2016,Gorakhpur,August,Kidnapping,33
2016,Gorakhpur,August,Murder,23
2016,Gorakhpur,August,Rape,56
2016,Gorakhpur,August,Theft,54
2016,Gorakhpur,September,Burglary,51
2016,Gorakhpur,September,Kidnapping,47
2016,Gorakhpur,September,Murder,38
2016,Gorakhpur,September,Rape,58
2016,Gorakhpur,September,Theft,56
2016,Gorakhpur,October,Burglary,24
2016,Gorakhpur,October,Kidnapping,22
2016,Gorakhpur,October,Murder,53
2016,Gorakhpur,October,Rape,20
2016,Gorakhpur,October,Theft,23
2016,Gorakhpur,November,Burglary,23
2016,Gorakhpur,November,Kidnapping,38
2016,Gorakhpur,November,Murder,41
2016,Gorakhpur,November,Rape,27
2016,Gorakhpur,November,Theft,52
2016,Gorakhpur,December,Burglary,41
2016,Gorakhpur,December,Kidnapping,59
2016,Gorakhpur,December,Murder,27
2016,Gorakhpur,December,Rape,56
2016,Gorakhpur,December,Theft,20
2016,Hapur,January,Burglary,55
2016,Hapur,January,Kidnapping,58
2016,Hapur,January,Murder,39
2016,Hapur,January,Rape,40
2016,Hapur,January,Theft,37
2016,Hapur,February,Burglary,26
2016,Hapur,February,Kidnapping,27
2016,Hapur,February,Murder,59
2016,Hapur,February,Rape,59
2016,Hapur,February,Theft,20
2016,Hapur,March,Burglary,48
2016,Hapur,March,Kidnapping,28
2016,Hapur,March,Murder,28
2016,Hapur,March,Rape,25
2016,Hapur,March,Theft,41
2016,Hapur,April,Burglary,24
2016,Hapur,April,Kidnapping,60
2016,Hapur,April,Murder,40
2016,Hapur,April,Rape,25
2016,Hapur,April,Theft,23
2016,Hapur,May,Burglary,22
2016,Hapur,May,Kidnapping,48
2016,Hapur,May,Murder,22
2016,Hapur,May,Rape,34
2016,Hapur,May,Theft,44
2016,Hapur,June,Burglary,24
2016,Hapur,June,Kidnapping,25
2016,Hapur,June,Murder,42
2016,Hapur,June,Rape,33
2016,Hapur,June,Theft,47
2016,Hapur,July,Burglary,42
2016,Hapur,July,Kidnapping,31
2016,Hapur,July,Murder,55
2016,Hapur,July,Rape,24
2016,Hapur,July,Theft,32
2016,Hapur,August,Burglary,39
2016,Hapur,August,Kidnapping,34
2016,Hapur,August,Murder,39
2016,Hapur,August,Rape,33
2016,Hapur,August,Theft,25
2016,Hapur,September,Burglary,22
2016,Hapur,September,Kidnapping,23
2016,Hapur,September,Murder,23
2016,Hapur,September,Rape,55
2016,Hapur,September,Theft,54
2016,Hapur,October,Burglary,34
2016,Hapur,October,Kidnapping,44
2016,Hapur,October,Murder,37
2016,Hapur,October,Rape,39
2016,Hapur,October,Theft,26
2016,Hapur,November,Burglary,34
2016,Hapur,November,Kidnapping,20
2016,Hapur,November,Murder,57
2016,Hapur,November,Rape,44
2016,Hapur,November,Theft,24
2016,Hapur,December,Burglary,28
2016,Hapur,December,Kidnapping,27
2016,Hapur,December,Murder,38
2016,Hapur,December,Rape,45
2016,Hapur,December,Theft,22
2016,Hardoi,January,Burglary,38
2016,Hardoi,January,Kidnapping,24
2016,Hardoi,January,Murder,57
2016,Hardoi,January,Rape,55
2016,Hardoi,January,Theft,54
2016,Hardoi,February,Burglary,60
2016,Hardoi,February,Kidnapping,39
2016,Hardoi,February,Murder,43
2016,Hardoi,February,Rape,43
2016,Hardoi,February,Theft,57
2016,Hardoi,March,Burglary,59
2016,Hardoi,March,Kidnapping,58
2016,Hardoi,March,Murder,52
2016,Hardoi,March,Rape,49
2016,Hardoi,March,Theft,30
2016,Hardoi,April,Burglary,50
2016,Hardoi,April,Kidnapping,58
2016,Hardoi,April,Murder,44
2016,Hardoi,April,Rape,55
2016,Hardoi,April,Theft,57
2016,Hardoi,May,Burglary,40
2016,Hardoi,May,Kidnapping,42
2016,Hardoi,May,Murder,22
2016,Hardoi,May,Rape,57
2016,Hardoi,May,Theft,59
2016,Hardoi,June,Burglary,49
2016,Hardoi,June,Kidnapping,44
2016,Hardoi,June,Murder,58
2016,Hardoi,June,Rape,44
2016,Hardoi,June,Theft,60
2016,Hardoi,July,Burglary,57
2016,Hardoi,July,Kidnapping,56
2016,Hardoi,July,Murder,60
2016,Hardoi,July,Rape,57
2016,Hardoi,July,Theft,30
2016,Hardoi,August,Burglary,21
2016,Hardoi,August,Kidnapping,24
2016,Hardoi,August,Murder,22
2016,Hardoi,August,Rape,34
2016,Hardoi,August,Theft,34
2016,Hardoi,September,Burglary,52
2016,Hardoi,September,Kidnapping,36
2016,Hardoi,September,Murder,27
2016,Hardoi,September,Rape,30
2016,Hardoi,September,Theft,40
2016,Hardoi,October,Burglary,22
2016,Hardoi,October,Kidnapping,51
2016,Hardoi,October,Murder,20
2016,Hardoi,October,Rape,58
2016,Hardoi,October,Theft,57
2016,Hardoi,November,Burglary,56
2016,Hardoi,November,Kidnapping,41
2016,Hardoi,November,Murder,41
2016,Hardoi,November,Rape,34
2016,Hardoi,November,Theft,38
2016,Hardoi,December,Burglary,35
2016,Hardoi,December,Kidnapping,42
2016,Hardoi,December,Murder,30
2016,Hardoi,December,Rape,55
2016,Hardoi,December,Theft,35
2016,Hasanpur,January,Burglary,39
2016,Hasanpur,January,Kidnapping,33
2016,Hasanpur,January,Murder,45
2016,Hasanpur,January,Rape,33
2016,Hasanpur,January,Theft,60
2016,Hasanpur,February,Burglary,30
2016,Hasanpur,February,Kidnapping,38
2016,Hasanpur,February,Murder,33
2016,Hasanpur,February,Rape,37
2016,Hasanpur,February,Theft,48
2016,Hasanpur,March,Burglary,47
2016,Hasanpur,March,Kidnapping,51
2016,Hasanpur,March,Murder,39
2016,Hasanpur,March,Rape,44
2016,Hasanpur,March,Theft,48
2016,Hasanpur,April,Burglary,59
2016,Hasanpur,April,Kidnapping,57
2016,Hasanpur,April,Murder,51
2016,Hasanpur,April,Rape,57
2016,Hasanpur,April,Theft,48
2016,Hasanpur,May,Burglary,33
2016,Hasanpur,May,Kidnapping,38
2016,Hasanpur,May,Murder,51
2016,Hasanpur,May,Rape,60
2016,Hasanpur,May,Theft,44
2016,Hasanpur,June,Burglary,37
2016,Hasanpur,June,Kidnapping,55
2016,Hasanpur,June,Murder,30
2016,Hasanpur,June,Rape,48
2016,Hasanpur,June,Theft,44
2016,Hasanpur,July,Burglary,25
2016,Hasanpur,July,Kidnapping,29
2016,Hasanpur,July,Murder,20
2016,Hasanpur,July,Rape,47
2016,Hasanpur,July,Theft,20
2016,Hasanpur,August,Burglary,51
2016,Hasanpur,August,Kidnapping,39
2016,Hasanpur,August,Murder,57
2016,Hasanpur,August,Rape,32
2016,Hasanpur,August,Theft,60
2016,Hasanpur,September,Burglary,26
2016,Hasanpur,September,Kidnapping,43
2016,Hasanpur,September,Murder,59
2016,Hasanpur,September,Rape,42
2016,Hasanpur,September,Theft,20
2016,Hasanpur,October,Burglary,20
2016,Hasanpur,October,Kidnapping,33
2016,Hasanpur,October,Murder,49
2016,Hasanpur,October,Rape,37
2016,Hasanpur,October,Theft,33
2016,Hasanpur,November,Burglary,22
2016,Hasanpur,November,Kidnapping,57
2016,Hasanpur,November,Murder,27
2016,Hasanpur,November,Rape,30
2016,Hasanpur,November,Theft,55
2016,Hasanpur,December,Burglary,55
2016,Hasanpur,December,Kidnapping,37
2016,Hasanpur,December,Murder,52
2016,Hasanpur,December,Rape,23
2016,Hasanpur,December,Theft,27
2016,Hathras,January,Burglary,35
2016,Hathras,January,Kidnapping,44
2016,Hathras,January,Murder,60
2016,Hathras,January,Rape,43
2016,Hathras,January,Theft,35
2016,Hathras,February,Burglary,39
2016,Hathras,February,Kidnapping,27
2016,Hathras,February,Murder,31
2016,Hathras,February,Rape,45
2016,Hathras,February,Theft,56
2016,Hathras,March,Burglary,52
2016,Hathras,March,Kidnapping,21
2016,Hathras,March,Murder,35
2016,Hathras,March,Rape,23
2016,Hathras,March,Theft,21
2016,Hathras,April,Burglary,56
2016,Hathras,April,Kidnapping,32
2016,Hathras,April,Murder,30
2016,Hathras,April,Rape,38
2016,Hathras,April,Theft,42
2016,Hathras,May,Burglary,35
2016,Hathras,May,Kidnapping,29
2016,Hathras,May,Murder,25
2016,Hathras,May,Rape,48
2016,Hathras,May,Theft,56
2016,Hathras,June,Burglary,51
2016,Hathras,June,Kidnapping,30
2016,Hathras,June,Murder,26
2016,Hathras,June,Rape,20
2016,Hathras,June,Theft,28
2016,Hathras,July,Burglary,54
2016,Hathras,July,Kidnapping,48
2016,Hathras,July,Murder,31
2016,Hathras,July,Rape,25
2016,Hathras,July,Theft,53
2016,Hathras,August,Burglary,57
2016,Hathras,August,Kidnapping,41
2016,Hathras,August,Murder,52
2016,Hathras,August,Rape,38
2016,Hathras,August,Theft,30
2016,Hathras,September,Burglary,45
2016,Hathras,September,Kidnapping,35
2016,Hathras,September,Murder,38
2016,Hathras,September,Rape,52
2016,Hathras,September,Theft,49
2016,Hathras,October,Burglary,29
2016,Hathras,October,Kidnapping,35
2016,Hathras,October,Murder,58
2016,Hathras,October,Rape,21
2016,Hathras,October,Theft,22
2016,Hathras,November,Burglary,26
2016,Hathras,November,Kidnapping,53
2016,Hathras,November,Murder,21
2016,Hathras,November,Rape,60
2016,Hathras,November,Theft,60
2016,Hathras,December,Burglary,48
2016,Hathras,December,Kidnapping,23
2016,Hathras,December,Murder,57
2016,Hathras,December,Rape,49
2016,Hathras,December,Theft,28
2016,Jahangirabad,January,Burglary,47
2016,Jahangirabad,January,Kidnapping,25
2016,Jahangirabad,January,Murder,49
2016,Jahangirabad,January,Rape,36
2016,Jahangirabad,January,Theft,21
2016,Jahangirabad,February,Burglary,47
2016,Jahangirabad,February,Kidnapping,33
2016,Jahangirabad,February,Murder,20
2016,Jahangirabad,February,Rape,47
2016,Jahangirabad,February,Theft,59
2016,Jahangirabad,March,Burglary,30
2016,Jahangirabad,March,Kidnapping,34
2016,Jahangirabad,March,Murder,51
2016,Jahangirabad,March,Rape,32
2016,Jahangirabad,March,Theft,35
2016,Jahangirabad,April,Burglary,43
2016,Jahangirabad,April,Kidnapping,30
2016,Jahangirabad,April,Murder,49
2016,Jahangirabad,April,Rape,30
2016,Jahangirabad,April,Theft,21
2016,Jahangirabad,May,Burglary,21
2016,Jahangirabad,May,Kidnapping,25
2016,Jahangirabad,May,Murder,25
2016,Jahangirabad,May,Rape,25
2016,Jahangirabad,May,Theft,52
2016,Jahangirabad,June,Burglary,26
2016,Jahangirabad,June,Kidnapping,51
2016,Jahangirabad,June,Murder,39
2016,Jahangirabad,June,Rape,52
2016,Jahangirabad,June,Theft,32
2016,Jahangirabad,July,Burglary,52
2016,Jahangirabad,July,Kidnapping,55
2016,Jahangirabad,July,Murder,29
2016,Jahangirabad,July,Rape,25
2016,Jahangirabad,July,Theft,58
2016,Jahangirabad,August,Burglary,51
2016,Jahangirabad,August,Kidnapping,47
2016,Jahangirabad,August,Murder,42
2016,Jahangirabad,August,Rape,33
2016,Jahangirabad,August,Theft,25
2016,Jahangirabad,September,Burglary,24
2016,Jahangirabad,September,Kidnapping,34
2016,Jahangirabad,September,Murder,49
2016,Jahangirabad,September,Rape,24
2016,Jahangirabad,September,Theft,50
2016,Jahangirabad,October,Burglary,33
2016,Jahangirabad,October,Kidnapping,24
2016,Jahangirabad,October,Murder,53
2016,Jahangirabad,October,Rape,28
2016,Jahangirabad,October,Theft,56
2016,Jahangirabad,November,Burglary,49
2016,Jahangirabad,November,Kidnapping,56
2016,Jahangirabad,November,Murder,43
2016,Jahangirabad,November,Rape,33
2016,Jahangirabad,November,Theft,28
2016,Jahangirabad,December,Burglary,57
2016,Jahangirabad,December,Kidnapping,31
2016,Jahangirabad,December,Murder,51
2016,Jahangirabad,December,Rape,36
2016,Jahangirabad,December,Theft,45
2016,Jalaun,January,Burglary,45
2016,Jalaun,January,Kidnapping,26
2016,Jalaun,January,Murder,39
2016,Jalaun,January,Rape,56
2016,Jalaun,January,Theft,23
2016,Jalaun,February,Burglary,36
2016,Jalaun,February,Kidnapping,33
2016,Jalaun,February,Murder,26
2016,Jalaun,February,Rape,31
2016,Jalaun,February,Theft,23
2016,Jalaun,March,Burglary,45
2016,Jalaun,March,Kidnapping,29
2016,Jalaun,March,Murder,26
2016,Jalaun,March,Rape,23
2016,Jalaun,March,Theft,43
2016,Jalaun,April,Burglary,33
2016,Jalaun,April,Kidnapping,53
2016,Jalaun,April,Murder,48
2016,Jalaun,April,Rape,22
2016,Jalaun,April,Theft,26
2016,Jalaun,May,Burglary,26
2016,Jalaun,May,Kidnapping,49
2016,Jalaun,May,Murder,59
2016,Jalaun,May,Rape,38
2016,Jalaun,May,Theft,21
2016,Jalaun,June,Burglary,20
2016,Jalaun,June,Kidnapping,52
2016,Jalaun,June,Murder,38
2016,Jalaun,June,Rape,52
2016,Jalaun,June,Theft,24
2016,Jalaun,July,Burglary,25
2016,Jalaun,July,Kidnapping,42
2016,Jalaun,July,Murder,23
2016,Jalaun,July,Rape,42
2016,Jalaun,July,Theft,41
2016,Jalaun,August,Burglary,26
2016,Jalaun,August,Kidnapping,59
2016,Jalaun,August,Murder,43
2016,Jalaun,August,Rape,39
2016,Jalaun,August,Theft,58
2016,Jalaun,September,Burglary,37
2016,Jalaun,September,Kidnapping,30
2016,Jalaun,September,Murder,38
2016,Jalaun,September,Rape,32
2016,Jalaun,September,Theft,22
2016,Jalaun,October,Burglary,58
2016,Jalaun,October,Kidnapping,25
2016,Jalaun,October,Murder,20
2016,Jalaun,October,Rape,45
2016,Jalaun,October,Theft,49
2016,Jalaun,November,Burglary,39
2016,Jalaun,November,Kidnapping,39
2016,Jalaun,November,Murder,50
2016,Jalaun,November,Rape,45
2016,Jalaun,November,Theft,21
2016,Jalaun,December,Burglary,28
2016,Jalaun,December,Kidnapping,41
2016,Jalaun,December,Murder,34
2016,Jalaun,December,Rape,48
2016,Jalaun,December,Theft,23
2016,Jaunpur,January,Burglary,49
2016,Jaunpur,January,Kidnapping,29
2016,Jaunpur,January,Murder,52
2016,Jaunpur,January,Rape,48
2016,Jaunpur,January,Theft,47
2016,Jaunpur,February,Burglary,52
2016,Jaunpur,February,Kidnapping,31
2016,Jaunpur,February,Murder,56
2016,Jaunpur,February,Rape,32
2016,Jaunpur,February,Theft,54
2016,Jaunpur,March,Burglary,39
2016,Jaunpur,March,Kidnapping,51
2016,Jaunpur,March,Murder,27
2016,Jaunpur,March,Rape,37
2016,Jaunpur,March,Theft,55
2016,Jaunpur,April,Burglary,51
2016,Jaunpur,April,Kidnapping,33
2016,Jaunpur,April,Murder,30
2016,Jaunpur,April,Rape,51
2016,Jaunpur,April,Theft,39
2016,Jaunpur,May,Burglary,57
2016,Jaunpur,May,Kidnapping,31
2016,Jaunpur,May,Murder,44
2016,Jaunpur,May,Rape,39
2016,Jaunpur,May,Theft,38
2016,Jaunpur,June,Burglary,52
2016,Jaunpur,June,Kidnapping,28
2016,Jaunpur,June,Murder,60
2016,Jaunpur,June,Rape,43
2016,Jaunpur,June,Theft,23
2016,Jaunpur,July,Burglary,47
2016,Jaunpur,July,Kidnapping,51
2016,Jaunpur,July,Murder,40
2016,Jaunpur,July,Rape,42
2016,Jaunpur,July,Theft,56
2016,Jaunpur,August,Burglary,21
2016,Jaunpur,August,Kidnapping,25
2016,Jaunpur,August,Murder,23
2016,Jaunpur,August,Rape,51
2016,Jaunpur,August,Theft,37
2016,Jaunpur,September,Burglary,37
2016,Jaunpur,September,Kidnapping,58
2016,Jaunpur,September,Murder,54
2016,Jaunpur,September,Rape,59
2016,Jaunpur,September,Theft,29
2016,Jaunpur,October,Burglary,39
2016,Jaunpur,October,Kidnapping,57
2016,Jaunpur,October,Murder,47
2016,Jaunpur,October,Rape,23
2016,Jaunpur,October,Theft,45
2016,Jaunpur,November,Burglary,59
2016,Jaunpur,November,Kidnapping,23
2016,Jaunpur,November,Murder,35
2016,Jaunpur,November,Rape,37
2016,Jaunpur,November,Theft,26
2016,Jaunpur,December,Burglary,39
2016,Jaunpur,December,Kidnapping,22
2016,Jaunpur,December,Murder,50
2016,Jaunpur,December,Rape,20
2016,Jaunpur,December,Theft,30
2016,Jhansi,January,Burglary,46
2016,Jhansi,January,Kidnapping,33
2016,Jhansi,January,Murder,37
2016,Jhansi,January,Rape,28
2016,Jhansi,January,Theft,23
2016,Jhansi,February,Burglary,42
2016,Jhansi,February,Kidnapping,25
2016,Jhansi,February,Murder,30
2016,Jhansi,February,Rape,58
2016,Jhansi,February,Theft,22
2016,Jhansi,March,Burglary,46
2016,Jhansi,March,Kidnapping,58
2016,Jhansi,March,Murder,60
2016,Jhansi,March,Rape,51
2016,Jhansi,March,Theft,29
2016,Jhansi,April,Burglary,23
2016,Jhansi,April,Kidnapping,35
2016,Jhansi,April,Murder,60
2016,Jhansi,April,Rape,25
2016,Jhansi,April,Theft,37
2016,Jhansi,May,Burglary,35
2016,Jhansi,May,Kidnapping,26
2016,Jhansi,May,Murder,59
2016,Jhansi,May,Rape,50
2016,Jhansi,May,Theft,47
2016,Jhansi,June,Burglary,43
2016,Jhansi,June,Kidnapping,48
2016,Jhansi,June,Murder,28
2016,Jhansi,June,Rape,22
2016,Jhansi,June,Theft,44
2016,Jhansi,July,Burglary,30
2016,Jhansi,July,Kidnapping,49
2016,Jhansi,July,Murder,47
2016,Jhansi,July,Rape,52
2016,Jhansi,July,Theft,56
2016,Jhansi,August,Burglary,58
2016,Jhansi,August,Kidnapping,58
2016,Jhansi,August,Murder,31
2016,Jhansi,August,Rape,42
2016,Jhansi,August,Theft,47
2016,Jhansi,September,Burglary,58
2016,Jhansi,September,Kidnapping,37
2016,Jhansi,September,Murder,59
2016,Jhansi,September,Rape,48
2016,Jhansi,September,Theft,29
2016,Jhansi,October,Burglary,38
2016,Jhansi,October,Kidnapping,49
2016,Jhansi,October,Murder,31
2016,Jhansi,October,Rape,37
2016,Jhansi,October,Theft,54
2016,Jhansi,November,Burglary,23
2016,Jhansi,November,Kidnapping,38
2016,Jhansi,November,Murder,41
2016,Jhansi,November,Rape,34
2016,Jhansi,November,Theft,37
2016,Jhansi,December,Burglary,20
2016,Jhansi,December,Kidnapping,31
2016,Jhansi,December,Murder,34
2016,Jhansi,December,Rape,24
2016,Jhansi,December,Theft,44
2016,Kadi,January,Burglary,21
2016,Kadi,January,Kidnapping,56
2016,Kadi,January,Murder,37
2016,Kadi,January,Rape,27
2016,Kadi,January,Theft,46
2016,Kadi,February,Burglary,53
2016,Kadi,February,Kidnapping,32
2016,Kadi,February,Murder,28
2016,Kadi,February,Rape,20
2016,Kadi,February,Theft,33
2016,Kadi,March,Burglary,60
2016,Kadi,March,Kidnapping,56
2016,Kadi,March,Murder,31
2016,Kadi,March,Rape,41
2016,Kadi,March,Theft,29
2016,Kadi,April,Burglary,51
2016,Kadi,April,Kidnapping,41
2016,Kadi,April,Murder,33
2016,Kadi,April,Rape,56
2016,Kadi,April,Theft,36
2016,Kadi,May,Burglary,53
2016,Kadi,May,Kidnapping,56
2016,Kadi,May,Murder,36
2016,Kadi,May,Rape,46
2016,Kadi,May,Theft,32
2016,Kadi,June,Burglary,34
2016,Kadi,June,Kidnapping,54
2016,Kadi,June,Murder,27
2016,Kadi,June,Rape,47
2016,Kadi,June,Theft,57
2016,Kadi,July,Burglary,31
2016,Kadi,July,Kidnapping,48
2016,Kadi,July,Murder,25
2016,Kadi,July,Rape,60
2016,Kadi,July,Theft,45
2016,Kadi,August,Burglary,59
2016,Kadi,August,Kidnapping,50
2016,Kadi,August,Murder,53
2016,Kadi,August,Rape,20
2016,Kadi,August,Theft,38
2016,Kadi,September,Burglary,21
2016,Kadi,September,Kidnapping,20
2016,Kadi,September,Murder,47
2016,Kadi,September,Rape,53
2016,Kadi,September,Theft,31
2016,Kadi,October,Burglary,36
2016,Kadi,October,Kidnapping,32
2016,Kadi,October,Murder,29
2016,Kadi,October,Rape,41
2016,Kadi,October,Theft,38
2016,Kadi,November,Burglary,51
2016,Kadi,November,Kidnapping,27
2016,Kadi,November,Murder,41
2016,Kadi,November,Rape,54
2016,Kadi,November,Theft,44
2016,Kadi,December,Burglary,29
2016,Kadi,December,Kidnapping,21
2016,Kadi,December,Murder,23
2016,Kadi,December,Rape,27
2016,Kadi,December,Theft,20
2016,Kairana,January,Burglary,49
2016,Kairana,January,Kidnapping,43
2016,Kairana,January,Murder,55
2016,Kairana,January,Rape,34
2016,Kairana,January,Theft,51
2016,Kairana,February,Burglary,40
2016,Kairana,February,Kidnapping,45
2016,Kairana,February,Murder,20
2016,Kairana,February,Rape,52
2016,Kairana,February,Theft,22
2016,Kairana,March,Burglary,35
2016,Kairana,March,Kidnapping,42
2016,Kairana,March,Murder,51
2016,Kairana,March,Rape,41
2016,Kairana,March,Theft,52
2016,Kairana,April,Burglary,31
2016,Kairana,April,Kidnapping,57
2016,Kairana,April,Murder,28
2016,Kairana,April,Rape,36
2016,Kairana,April,Theft,44
2016,Kairana,May,Burglary,29
2016,Kairana,May,Kidnapping,34
2016,Kairana,May,Murder,51
2016,Kairana,May,Rape,42
2016,Kairana,May,Theft,31
2016,Kairana,June,Burglary,48
2016,Kairana,June,Kidnapping,29
2016,Kairana,June,Murder,57
2016,Kairana,June,Rape,30
2016,Kairana,June,Theft,34
2016,Kairana,July,Burglary,45
2016,Kairana,July,Kidnapping,36
2016,Kairana,July,Murder,21
2016,Kairana,July,Rape,32
2016,Kairana,July,Theft,42
2016,Kairana,August,Burglary,20
2016,Kairana,August,Kidnapping,28
2016,Kairana,August,Murder,24
2016,Kairana,August,Rape,24
2016,Kairana,August,Theft,22
2016,Kairana,September,Burglary,43
2016,Kairana,September,Kidnapping,40
2016,Kairana,September,Murder,51
2016,Kairana,September,Rape,21
2016,Kairana,September,Theft,43
2016,Kairana,October,Burglary,59
2016,Kairana,October,Kidnapping,42
2016,Kairana,October,Murder,48
2016,Kairana,October,Rape,50
2016,Kairana,October,Theft,56
2016,Kairana,November,Burglary,20
2016,Kairana,November,Kidnapping,24
2016,Kairana,November,Murder,57
2016,Kairana,November,Rape,28
2016,Kairana,November,Theft,51
2016,Kairana,December,Burglary,34
2016,Kairana,December,Kidnapping,33
2016,Kairana,December,Murder,54
2016,Kairana,December,Rape,20
2016,Kairana,December,Theft,29
2016,Kannauj,January,Burglary,34
2016,Kannauj,January,Kidnapping,26
2016,Kannauj,January,Murder,53
2016,Kannauj,January,Rape,37
2016,Kannauj,January,Theft,35
2016,Kannauj,February,Burglary,41
2016,Kannauj,February,Kidnapping,50
2016,Kannauj,February,Murder,47
2016,Kannauj,February,Rape,43
2016,Kannauj,February,Theft,30
2016,Kannauj,March,Burglary,31
2016,Kannauj,March,Kidnapping,54
2016,Kannauj,March,Murder,34
2016,Kannauj,March,Rape,26
2016,Kannauj,March,Theft,22
2016,Kannauj,April,Burglary,50
2016,Kannauj,April,Kidnapping,36
2016,Kannauj,April,Murder,38
2016,Kannauj,April,Rape,38
2016,Kannauj,April,Theft,21
2016,Kannauj,May,Burglary,52
2016,Kannauj,May,Kidnapping,57
2016,Kannauj,May,Murder,23
2016,Kannauj,May,Rape,42
2016,Kannauj,May,Theft,36
2016,Kannauj,June,Burglary,21
